nohup: ignoring input
original problem has 2000 variables (2000 bin, 0 int, 0 impl, 0 cont) and 5000 constraints
original problem has 2000 variables (2000 bin, 0 int, 0 impl, 0 cont) and 3467 constraints
original problem has 2000 variables (2000 bin, 0 int, 0 impl, 0 cont) and 3473 constraints
original problem has 2000 variables (2000 bin, 0 int, 0 impl, 0 cont) and 3505 constraints
original problem has 2000 variables (2000 bin, 0 int, 0 impl, 0 cont) and 3423 constraints
original problem has 2000 variables (2000 bin, 0 int, 0 impl, 0 cont) and 3485 constraints
original problem has 2000 variables (2000 bin, 0 int, 0 impl, 0 cont) and 3475 constraints
original problem has 2000 variables (2000 bin, 0 int, 0 impl, 0 cont) and 3397 constraints
original problem has 2000 variables (2000 bin, 0 int, 0 impl, 0 cont) and 3528 constraints
original problem has 2000 variables (2000 bin, 0 int, 0 impl, 0 cont) and 3411 constraints
original problem has 2000 variables (2000 bin, 0 int, 0 impl, 0 cont) and 3545 constraints
original problem has 2000 variables (2000 bin, 0 int, 0 impl, 0 cont) and 3420 constraints
original problem has 2000 variables (2000 bin, 0 int, 0 impl, 0 cont) and 3444 constraints
original problem has 2000 variables (2000 bin, 0 int, 0 impl, 0 cont) and 3434 constraints
original problem has 2000 variables (2000 bin, 0 int, 0 impl, 0 cont) and 3470 constraints
original problem has 2000 variables (2000 bin, 0 int, 0 impl, 0 cont) and 3504 constraints
original problem has 2000 variables (2000 bin, 0 int, 0 impl, 0 cont) and 3449 constraints
original problem has 2000 variables (2000 bin, 0 int, 0 impl, 0 cont) and 3499 constraints
original problem has 2000 variables (2000 bin, 0 int, 0 impl, 0 cont) and 3501 constraints
original problem has 2000 variables (2000 bin, 0 int, 0 impl, 0 cont) and 3482 constraints
original problem has 2000 variables (2000 bin, 0 int, 0 impl, 0 cont) and 3494 constraints
original problem has 2000 variables (2000 bin, 0 int, 0 impl, 0 cont) and 3534 constraints
original problem has 2000 variables (2000 bin, 0 int, 0 impl, 0 cont) and 3434 constraints
original problem has 2000 variables (2000 bin, 0 int, 0 impl, 0 cont) and 3549 constraints
original problem has 2000 variables (2000 bin, 0 int, 0 impl, 0 cont) and 3458 constraints
original problem has 2000 variables (2000 bin, 0 int, 0 impl, 0 cont) and 3475 constraints
original problem has 2000 variables (2000 bin, 0 int, 0 impl, 0 cont) and 3467 constraints
original problem has 2000 variables (2000 bin, 0 int, 0 impl, 0 cont) and 3464 constraints
original problem has 2000 variables (2000 bin, 0 int, 0 impl, 0 cont) and 3518 constraints
original problem has 2000 variables (2000 bin, 0 int, 0 impl, 0 cont) and 3566 constraints
original problem has 2000 variables (2000 bin, 0 int, 0 impl, 0 cont) and 3401 constraints
original problem has 2000 variables (2000 bin, 0 int, 0 impl, 0 cont) and 3424 constraints
original problem has 2000 variables (2000 bin, 0 int, 0 impl, 0 cont) and 3481 constraints
original problem has 2000 variables (2000 bin, 0 int, 0 impl, 0 cont) and 3457 constraints
original problem has 2000 variables (2000 bin, 0 int, 0 impl, 0 cont) and 3486 constraints
original problem has 2000 variables (2000 bin, 0 int, 0 impl, 0 cont) and 3438 constraints
original problem has 2000 variables (2000 bin, 0 int, 0 impl, 0 cont) and 3434 constraints
original problem has 4000 variables (4000 bin, 0 int, 0 impl, 0 cont) and 7085 constraints
original problem has 4000 variables (4000 bin, 0 int, 0 impl, 0 cont) and 6997 constraints
original problem has 4000 variables (4000 bin, 0 int, 0 impl, 0 cont) and 6972 constraints
original problem has 4000 variables (4000 bin, 0 int, 0 impl, 0 cont) and 6866 constraints
original problem has 4000 variables (4000 bin, 0 int, 0 impl, 0 cont) and 7085 constraints
original problem has 4000 variables (4000 bin, 0 int, 0 impl, 0 cont) and 7085 constraints
original problem has 4000 variables (4000 bin, 0 int, 0 impl, 0 cont) and 6997 constraints
original problem has 4000 variables (4000 bin, 0 int, 0 impl, 0 cont) and 6972 constraints
original problem has 4000 variables (4000 bin, 0 int, 0 impl, 0 cont) and 6866 constraints
original problem has 4000 variables (4000 bin, 0 int, 0 impl, 0 cont) and 6894 constraints
original problem has 4000 variables (4000 bin, 0 int, 0 impl, 0 cont) and 6940 constraints
original problem has 4000 variables (4000 bin, 0 int, 0 impl, 0 cont) and 7001 constraints
original problem has 4000 variables (4000 bin, 0 int, 0 impl, 0 cont) and 7031 constraints
original problem has 4000 variables (4000 bin, 0 int, 0 impl, 0 cont) and 7025 constraints
original problem has 4000 variables (4000 bin, 0 int, 0 impl, 0 cont) and 6967 constraints
original problem has 4000 variables (4000 bin, 0 int, 0 impl, 0 cont) and 7016 constraints
original problem has 4000 variables (4000 bin, 0 int, 0 impl, 0 cont) and 6935 constraints
original problem has 4000 variables (4000 bin, 0 int, 0 impl, 0 cont) and 6897 constraints
original problem has 4000 variables (4000 bin, 0 int, 0 impl, 0 cont) and 6920 constraints
original problem has 4000 variables (4000 bin, 0 int, 0 impl, 0 cont) and 6928 constraints
original problem has 4000 variables (4000 bin, 0 int, 0 impl, 0 cont) and 7027 constraints
original problem has 4000 variables (4000 bin, 0 int, 0 impl, 0 cont) and 6857 constraints
original problem has 4000 variables (4000 bin, 0 int, 0 impl, 0 cont) and 6875 constraints
original problem has 4000 variables (4000 bin, 0 int, 0 impl, 0 cont) and 6877 constraints
original problem has 4000 variables (4000 bin, 0 int, 0 impl, 0 cont) and 6901 constraints
original problem has 4000 variables (4000 bin, 0 int, 0 impl, 0 cont) and 6868 constraints
original problem has 4000 variables (4000 bin, 0 int, 0 impl, 0 cont) and 6981 constraints
original problem has 4000 variables (4000 bin, 0 int, 0 impl, 0 cont) and 6956 constraints
original problem has 4000 variables (4000 bin, 0 int, 0 impl, 0 cont) and 6994 constraints
original problem has 4000 variables (4000 bin, 0 int, 0 impl, 0 cont) and 6912 constraints
original problem has 4000 variables (4000 bin, 0 int, 0 impl, 0 cont) and 6880 constraints
original problem has 4000 variables (4000 bin, 0 int, 0 impl, 0 cont) and 6944 constraints
original problem has 4000 variables (4000 bin, 0 int, 0 impl, 0 cont) and 7068 constraints
original problem has 4000 variables (4000 bin, 0 int, 0 impl, 0 cont) and 6875 constraints
original problem has 4000 variables (4000 bin, 0 int, 0 impl, 0 cont) and 6982 constraints
original problem has 4000 variables (4000 bin, 0 int, 0 impl, 0 cont) and 6947 constraints
original problem has 4000 variables (4000 bin, 0 int, 0 impl, 0 cont) and 7085 constraints
original problem has 4000 variables (4000 bin, 0 int, 0 impl, 0 cont) and 6997 constraints
original problem has 4000 variables (4000 bin, 0 int, 0 impl, 0 cont) and 6972 constraints
original problem has 4000 variables (4000 bin, 0 int, 0 impl, 0 cont) and 6866 constraints
original problem has 2000 variables (2000 bin, 0 int, 0 impl, 0 cont) and 3414 constraints
original problem has 2000 variables (2000 bin, 0 int, 0 impl, 0 cont) and 3476 constraints
original problem has 2000 variables (2000 bin, 0 int, 0 impl, 0 cont) and 3431 constraints
original problem has 2000 variables (2000 bin, 0 int, 0 impl, 0 cont) and 3399 constraints
original problem has 2000 variables (2000 bin, 0 int, 0 impl, 0 cont) and 3467 constraints
original problem has 2000 variables (2000 bin, 0 int, 0 impl, 0 cont) and 3473 constraints
original problem has 2000 variables (2000 bin, 0 int, 0 impl, 0 cont) and 3505 constraints
original problem has 2000 variables (2000 bin, 0 int, 0 impl, 0 cont) and 3423 constraints
original problem has 2000 variables (2000 bin, 0 int, 0 impl, 0 cont) and 3485 constraints
original problem has 2000 variables (2000 bin, 0 int, 0 impl, 0 cont) and 3475 constraints
original problem has 2000 variables (2000 bin, 0 int, 0 impl, 0 cont) and 3397 constraints
original problem has 2000 variables (2000 bin, 0 int, 0 impl, 0 cont) and 3528 constraints
original problem has 2000 variables (2000 bin, 0 int, 0 impl, 0 cont) and 3411 constraints
original problem has 2000 variables (2000 bin, 0 int, 0 impl, 0 cont) and 3545 constraints
original problem has 2000 variables (2000 bin, 0 int, 0 impl, 0 cont) and 3420 constraints
original problem has 2000 variables (2000 bin, 0 int, 0 impl, 0 cont) and 3444 constraints
original problem has 2000 variables (2000 bin, 0 int, 0 impl, 0 cont) and 3434 constraints
original problem has 2000 variables (2000 bin, 0 int, 0 impl, 0 cont) and 3470 constraints
original problem has 2000 variables (2000 bin, 0 int, 0 impl, 0 cont) and 3504 constraints
original problem has 2000 variables (2000 bin, 0 int, 0 impl, 0 cont) and 3449 constraints
original problem has 2000 variables (2000 bin, 0 int, 0 impl, 0 cont) and 3499 constraints
original problem has 2000 variables (2000 bin, 0 int, 0 impl, 0 cont) and 3501 constraints
original problem has 2000 variables (2000 bin, 0 int, 0 impl, 0 cont) and 3482 constraints
original problem has 2000 variables (2000 bin, 0 int, 0 impl, 0 cont) and 3494 constraints
original problem has 2000 variables (2000 bin, 0 int, 0 impl, 0 cont) and 3534 constraints
original problem has 2000 variables (2000 bin, 0 int, 0 impl, 0 cont) and 3434 constraints
original problem has 2000 variables (2000 bin, 0 int, 0 impl, 0 cont) and 3549 constraints
original problem has 2000 variables (2000 bin, 0 int, 0 impl, 0 cont) and 3458 constraints
original problem has 2000 variables (2000 bin, 0 int, 0 impl, 0 cont) and 3475 constraints
original problem has 2000 variables (2000 bin, 0 int, 0 impl, 0 cont) and 3467 constraints
original problem has 2000 variables (2000 bin, 0 int, 0 impl, 0 cont) and 3464 constraints
original problem has 2000 variables (2000 bin, 0 int, 0 impl, 0 cont) and 3518 constraints
original problem has 2000 variables (2000 bin, 0 int, 0 impl, 0 cont) and 3566 constraints
original problem has 2000 variables (2000 bin, 0 int, 0 impl, 0 cont) and 3401 constraints
original problem has 2000 variables (2000 bin, 0 int, 0 impl, 0 cont) and 3424 constraints
original problem has 2000 variables (2000 bin, 0 int, 0 impl, 0 cont) and 3481 constraints
original problem has 2000 variables (2000 bin, 0 int, 0 impl, 0 cont) and 3457 constraints
original problem has 2000 variables (2000 bin, 0 int, 0 impl, 0 cont) and 3486 constraints
original problem has 2000 variables (2000 bin, 0 int, 0 impl, 0 cont) and 3438 constraints
original problem has 2000 variables (2000 bin, 0 int, 0 impl, 0 cont) and 3434 constraints
original problem has 4000 variables (4000 bin, 0 int, 0 impl, 0 cont) and 7085 constraints
original problem has 4000 variables (4000 bin, 0 int, 0 impl, 0 cont) and 6997 constraints
original problem has 4000 variables (4000 bin, 0 int, 0 impl, 0 cont) and 6972 constraints
original problem has 4000 variables (4000 bin, 0 int, 0 impl, 0 cont) and 6866 constraints
original problem has 4000 variables (4000 bin, 0 int, 0 impl, 0 cont) and 7085 constraints
original problem has 4000 variables (4000 bin, 0 int, 0 impl, 0 cont) and 7085 constraints
original problem has 4000 variables (4000 bin, 0 int, 0 impl, 0 cont) and 6997 constraints
original problem has 4000 variables (4000 bin, 0 int, 0 impl, 0 cont) and 6972 constraints
original problem has 4000 variables (4000 bin, 0 int, 0 impl, 0 cont) and 6866 constraints
original problem has 4000 variables (4000 bin, 0 int, 0 impl, 0 cont) and 6894 constraints
original problem has 4000 variables (4000 bin, 0 int, 0 impl, 0 cont) and 6940 constraints
original problem has 4000 variables (4000 bin, 0 int, 0 impl, 0 cont) and 7001 constraints
original problem has 4000 variables (4000 bin, 0 int, 0 impl, 0 cont) and 7031 constraints
original problem has 4000 variables (4000 bin, 0 int, 0 impl, 0 cont) and 7025 constraints
original problem has 4000 variables (4000 bin, 0 int, 0 impl, 0 cont) and 6967 constraints
original problem has 4000 variables (4000 bin, 0 int, 0 impl, 0 cont) and 7016 constraints
original problem has 4000 variables (4000 bin, 0 int, 0 impl, 0 cont) and 6935 constraints
original problem has 4000 variables (4000 bin, 0 int, 0 impl, 0 cont) and 6897 constraints
original problem has 4000 variables (4000 bin, 0 int, 0 impl, 0 cont) and 6920 constraints
original problem has 4000 variables (4000 bin, 0 int, 0 impl, 0 cont) and 6928 constraints
original problem has 4000 variables (4000 bin, 0 int, 0 impl, 0 cont) and 7027 constraints
original problem has 4000 variables (4000 bin, 0 int, 0 impl, 0 cont) and 6857 constraints
original problem has 4000 variables (4000 bin, 0 int, 0 impl, 0 cont) and 6875 constraints
original problem has 4000 variables (4000 bin, 0 int, 0 impl, 0 cont) and 6877 constraints
original problem has 4000 variables (4000 bin, 0 int, 0 impl, 0 cont) and 6901 constraints
original problem has 4000 variables (4000 bin, 0 int, 0 impl, 0 cont) and 6868 constraints
original problem has 4000 variables (4000 bin, 0 int, 0 impl, 0 cont) and 6981 constraints
original problem has 4000 variables (4000 bin, 0 int, 0 impl, 0 cont) and 6956 constraints
original problem has 4000 variables (4000 bin, 0 int, 0 impl, 0 cont) and 6994 constraints
original problem has 4000 variables (4000 bin, 0 int, 0 impl, 0 cont) and 6912 constraints
original problem has 4000 variables (4000 bin, 0 int, 0 impl, 0 cont) and 6880 constraints
original problem has 4000 variables (4000 bin, 0 int, 0 impl, 0 cont) and 6944 constraints
original problem has 4000 variables (4000 bin, 0 int, 0 impl, 0 cont) and 7068 constraints
original problem has 4000 variables (4000 bin, 0 int, 0 impl, 0 cont) and 6875 constraints
original problem has 4000 variables (4000 bin, 0 int, 0 impl, 0 cont) and 6982 constraints
original problem has 4000 variables (4000 bin, 0 int, 0 impl, 0 cont) and 6947 constraints
original problem has 4000 variables (4000 bin, 0 int, 0 impl, 0 cont) and 7085 constraints
original problem has 4000 variables (4000 bin, 0 int, 0 impl, 0 cont) and 6997 constraints
original problem has 4000 variables (4000 bin, 0 int, 0 impl, 0 cont) and 6972 constraints
original problem has 4000 variables (4000 bin, 0 int, 0 impl, 0 cont) and 6866 constraints
/home/liudefen/projects/ML4LocalBranch_extend/execute_heuristics.py:749: RuntimeWarning: invalid value encountered in double_scalars
  primal_int_reinforce_ave = primal_int_reinforces.sum() / len(
/home/liudefen/projects/ML4LocalBranch_extend/execute_heuristics.py:761: RuntimeWarning: invalid value encountered in double_scalars
  primal_gap_final_reinforce_ave = primal_gap_final_reinforces.sum() / len(
/home/liudefen/projects/ML4LocalBranch_extend/execute_heuristics.py:749: RuntimeWarning: invalid value encountered in double_scalars
  primal_int_reinforce_ave = primal_int_reinforces.sum() / len(
/home/liudefen/projects/ML4LocalBranch_extend/execute_heuristics.py:761: RuntimeWarning: invalid value encountered in double_scalars
  primal_gap_final_reinforce_ave = primal_gap_final_reinforces.sum() / len(
/home/liudefen/projects/ML4LocalBranch_extend/execute_heuristics.py:749: RuntimeWarning: invalid value encountered in double_scalars
  primal_int_reinforce_ave = primal_int_reinforces.sum() / len(
/home/liudefen/projects/ML4LocalBranch_extend/execute_heuristics.py:761: RuntimeWarning: invalid value encountered in double_scalars
  primal_gap_final_reinforce_ave = primal_gap_final_reinforces.sum() / len(
/home/liudefen/projects/ML4LocalBranch_extend/execute_heuristics.py:749: RuntimeWarning: invalid value encountered in double_scalars
  primal_int_reinforce_ave = primal_int_reinforces.sum() / len(
/home/liudefen/projects/ML4LocalBranch_extend/execute_heuristics.py:761: RuntimeWarning: invalid value encountered in double_scalars
  primal_gap_final_reinforce_ave = primal_gap_final_reinforces.sum() / len(
/home/liudefen/projects/ML4LocalBranch_extend/execute_heuristics.py:749: RuntimeWarning: invalid value encountered in double_scalars
  primal_int_reinforce_ave = primal_int_reinforces.sum() / len(
/home/liudefen/projects/ML4LocalBranch_extend/execute_heuristics.py:761: RuntimeWarning: invalid value encountered in double_scalars
  primal_gap_final_reinforce_ave = primal_gap_final_reinforces.sum() / len(
/home/liudefen/projects/ML4LocalBranch_extend/execute_heuristics.py:749: RuntimeWarning: invalid value encountered in double_scalars
  primal_int_reinforce_ave = primal_int_reinforces.sum() / len(
/home/liudefen/projects/ML4LocalBranch_extend/execute_heuristics.py:761: RuntimeWarning: invalid value encountered in double_scalars
  primal_gap_final_reinforce_ave = primal_gap_final_reinforces.sum() / len(
/home/liudefen/projects/ML4LocalBranch_extend/execute_heuristics.py:749: RuntimeWarning: invalid value encountered in double_scalars
  primal_int_reinforce_ave = primal_int_reinforces.sum() / len(
/home/liudefen/projects/ML4LocalBranch_extend/execute_heuristics.py:761: RuntimeWarning: invalid value encountered in double_scalars
  primal_gap_final_reinforce_ave = primal_gap_final_reinforces.sum() / len(
/home/liudefen/projects/ML4LocalBranch_extend/execute_heuristics.py:749: RuntimeWarning: invalid value encountered in double_scalars
  primal_int_reinforce_ave = primal_int_reinforces.sum() / len(
/home/liudefen/projects/ML4LocalBranch_extend/execute_heuristics.py:761: RuntimeWarning: invalid value encountered in double_scalars
  primal_gap_final_reinforce_ave = primal_gap_final_reinforces.sum() / len(
/home/liudefen/projects/ML4LocalBranch_extend/execute_heuristics.py:749: RuntimeWarning: invalid value encountered in double_scalars
  primal_int_reinforce_ave = primal_int_reinforces.sum() / len(
/home/liudefen/projects/ML4LocalBranch_extend/execute_heuristics.py:761: RuntimeWarning: invalid value encountered in double_scalars
  primal_gap_final_reinforce_ave = primal_gap_final_reinforces.sum() / len(
/home/liudefen/projects/ML4LocalBranch_extend/execute_heuristics.py:749: RuntimeWarning: invalid value encountered in double_scalars
  primal_int_reinforce_ave = primal_int_reinforces.sum() / len(
/home/liudefen/projects/ML4LocalBranch_extend/execute_heuristics.py:761: RuntimeWarning: invalid value encountered in double_scalars
  primal_gap_final_reinforce_ave = primal_gap_final_reinforces.sum() / len(
/home/liudefen/projects/ML4LocalBranch_extend/execute_heuristics.py:749: RuntimeWarning: invalid value encountered in double_scalars
  primal_int_reinforce_ave = primal_int_reinforces.sum() / len(
/home/liudefen/projects/ML4LocalBranch_extend/execute_heuristics.py:761: RuntimeWarning: invalid value encountered in double_scalars
  primal_gap_final_reinforce_ave = primal_gap_final_reinforces.sum() / len(
/home/liudefen/projects/ML4LocalBranch_extend/execute_heuristics.py:749: RuntimeWarning: invalid value encountered in double_scalars
  primal_int_reinforce_ave = primal_int_reinforces.sum() / len(
/home/liudefen/projects/ML4LocalBranch_extend/execute_heuristics.py:761: RuntimeWarning: invalid value encountered in double_scalars
  primal_gap_final_reinforce_ave = primal_gap_final_reinforces.sum() / len(
setcovering-small
firstsol
asymmetric
seed: 0
cpu
setcovering
firstsolSolution
scip-baseline primal integral:  14.767933823402682
scip-lb-baseline primal integral:  7.255490883379295
scip-lb-regression primal integral:  16.36875429249019
scip-lb-rl primal integral:  6.841592070012223
scip-lb-regression-rl primal integral:  16.441543206577002
rl primal integral:  nan


scip-baseline primal gap:  2.0139479070744177
scip-lb-baseline primal gap:  0.48986447734840144
scip-lb-regression primal gap:  2.0606343374612055
scip-lb-rl primal gap:  0.7073014536251135
scip-lb-regression-rl primal gap:  2.2381230856178136
rl primal gap:  nan
seed mcts:  0
setcovering-large
firstsol
asymmetric
seed: 0
cpu
setcovering
firstsolSolution
scip-baseline primal integral:  18.69478569152836
scip-lb-baseline primal integral:  12.8043914987833
scip-lb-regression primal integral:  21.892194280124578
scip-lb-rl primal integral:  11.030962027425634
scip-lb-regression-rl primal integral:  22.084383942214835
rl primal integral:  nan


scip-baseline primal gap:  1.9298365638389743
scip-lb-baseline primal gap:  0.8955526607084867
scip-lb-regression primal gap:  2.270217499214632
scip-lb-rl primal gap:  1.0618556561856416
scip-lb-regression-rl primal gap:  2.270217499214632
rl primal gap:  nan
seed mcts:  0
setcovering-small
rootsol
asymmetric
seed: 0
cpu
setcovering
rootsolSolution
scip-baseline primal integral:  14.31456623282611
scip-lb-baseline primal integral:  6.621646124287105
scip-lb-regression primal integral:  10.728850226997055
scip-lb-rl primal integral:  6.52031086990238
scip-lb-regression-rl primal integral:  13.846153090817563
rl primal integral:  nan


scip-baseline primal gap:  1.8087213039933545
scip-lb-baseline primal gap:  0.4470609794648725
scip-lb-regression primal gap:  2.061854885066322
scip-lb-rl primal gap:  1.0033570690215503
scip-lb-regression-rl primal gap:  2.011535538969634
rl primal gap:  nan
seed mcts:  0
setcovering-large
rootsol
asymmetric
seed: 0
cpu
setcovering
rootsolSolution
scip-baseline primal integral:  1.6543490786694328
scip-lb-baseline primal integral:  0.9951428752897671
scip-lb-regression primal integral:  1.537188071263061
scip-lb-rl primal integral:  0.9867862573615813
scip-lb-regression-rl primal integral:  1.5374041544722574
rl primal integral:  nan


scip-baseline primal gap:  0.9765015950321683
scip-lb-baseline primal gap:  0.37184726933234225
scip-lb-regression primal gap:  1.356857552310516
scip-lb-rl primal gap:  0.2901938894177215
scip-lb-regression-rl primal gap:  1.356857552310516
rl primal gap:  nan
seed mcts:  0
independentset-small
firstsol
symmetric
seed: 0
cpu
independentset
firstsolSolution
scip-baseline primal integral:  1.6268518255627349
scip-lb-baseline primal integral:  0.06219495415321674
scip-lb-regression primal integral:  0.22037174226897313
scip-lb-rl primal integral:  0.08860209136554191
scip-lb-regression-rl primal integral:  0.3148442163187766
rl primal integral:  nan


scip-baseline primal gap:  1.5367656301307757
scip-lb-baseline primal gap:  0.03848738026959048
scip-lb-regression primal gap:  0.1764664215214781
scip-lb-rl primal gap:  0.06652121923691814
scip-lb-regression-rl primal gap:  0.32532477111013075
rl primal gap:  nan
seed mcts:  0
independentset-large
firstsol
symmetric
seed: 0
cpu
independentset
firstsolSolution
scip-baseline primal integral:  1.899767362674788
scip-lb-baseline primal integral:  0.14755022399002315
scip-lb-regression primal integral:  0.12312416749910218
scip-lb-rl primal integral:  0.15646395213069111
scip-lb-regression-rl primal integral:  0.134965384997519
rl primal integral:  nan


scip-baseline primal gap:  3.0952419133255757
scip-lb-baseline primal gap:  0.05752336463921844
scip-lb-regression primal gap:  0.02486201437158069
scip-lb-rl primal gap:  0.07126697684672709
scip-lb-regression-rl primal gap:  0.046656725518447434
rl primal gap:  nan
seed mcts:  0
independentset-small
rootsol
symmetric
seed: 0
cpu
independentset
rootsolSolution
scip-baseline primal integral:  1.6456670981096668
scip-lb-baseline primal integral:  0.08158350038915897
scip-lb-regression primal integral:  0.15830482929738296
scip-lb-rl primal integral:  0.10673771912789368
scip-lb-regression-rl primal integral:  0.16265132514570405
rl primal integral:  nan


scip-baseline primal gap:  1.5744752571788412
scip-lb-baseline primal gap:  0.07165358175248664
scip-lb-regression primal gap:  0.1162936471846057
scip-lb-rl primal gap:  0.09889497838816352
scip-lb-regression-rl primal gap:  0.12183688443516003
rl primal gap:  nan
seed mcts:  0
independentset-large
rootsol
symmetric
seed: 0
cpu
independentset
rootsolSolution
scip-baseline primal integral:  1.8987695825309197
scip-lb-baseline primal integral:  0.14596569150769495
scip-lb-regression primal integral:  0.12281551258958867
scip-lb-rl primal integral:  0.16119208318215095
scip-lb-regression-rl primal integral:  0.1240520347617522
rl primal integral:  nan


scip-baseline primal gap:  3.092522770884911
scip-lb-baseline primal gap:  0.05476114773546982
scip-lb-regression primal gap:  0.022026511886667044
scip-lb-rl primal gap:  0.0740135743642656
scip-lb-regression-rl primal gap:  0.02206487001705636
rl primal gap:  nan
seed mcts:  0
combinatorialauction-small
firstsol
symmetric
seed: 0
cpu
combinatorialauction
firstsolSolution
scip-baseline primal integral:  2.4291341133101323
scip-lb-baseline primal integral:  2.0295072337342868
scip-lb-regression primal integral:  1.2608190774685952
scip-lb-rl primal integral:  2.0392589845977955
scip-lb-regression-rl primal integral:  1.35722815697279
rl primal integral:  nan


scip-baseline primal gap:  0.16064511362318962
scip-lb-baseline primal gap:  0.4213225476728198
scip-lb-regression primal gap:  0.30946103417454457
scip-lb-rl primal gap:  0.4094406989698939
scip-lb-regression-rl primal gap:  0.2805934860315852
rl primal gap:  nan
seed mcts:  0
combinatorialauction-large
firstsol
symmetric
seed: 0
cpu
combinatorialauction
firstsolSolution
scip-baseline primal integral:  6.3904684108030825
scip-lb-baseline primal integral:  6.036612609030881
scip-lb-regression primal integral:  5.701330055948942
scip-lb-rl primal integral:  6.019574243029988
scip-lb-regression-rl primal integral:  6.721556323818698
rl primal integral:  nan


scip-baseline primal gap:  0.019410810943435403
scip-lb-baseline primal gap:  1.7927053882161708
scip-lb-regression primal gap:  0.21966210959551935
scip-lb-rl primal gap:  1.8866274614581886
scip-lb-regression-rl primal gap:  0.18913074861584106
rl primal gap:  nan
seed mcts:  0
combinatorialauction-small
rootsol
symmetric
seed: 0
cpu
combinatorialauction
rootsolSolution
scip-baseline primal integral:  2.430888764588725
scip-lb-baseline primal integral:  2.0264784688455664
scip-lb-regression primal integral:  1.2338466246570465
scip-lb-rl primal integral:  2.095941647523939
scip-lb-regression-rl primal integral:  1.2915642773882485
rl primal integral:  nan


scip-baseline primal gap:  0.17373382250577118
scip-lb-baseline primal gap:  0.4559913254618958
scip-lb-regression primal gap:  0.32682592532324345
scip-lb-rl primal gap:  0.4574575226252569
scip-lb-regression-rl primal gap:  0.2756020350009657
rl primal gap:  nan
seed mcts:  0
combinatorialauction-large
rootsol
symmetric
seed: 0
cpu
combinatorialauction
rootsolSolution
scip-baseline primal integral:  6.4110282830667185
scip-lb-baseline primal integral:  5.993368817604038
scip-lb-regression primal integral:  5.813101620789765
scip-lb-rl primal integral:  5.9436170786114735
scip-lb-regression-rl primal integral:  6.77165994770437
rl primal integral:  nan


scip-baseline primal gap:  0.020097625162496885
scip-lb-baseline primal gap:  1.7980974924809445
scip-lb-regression primal gap:  0.2231612430102973
scip-lb-rl primal gap:  1.6065168258077098
scip-lb-regression-rl primal gap:  0.18625823765694063
rl primal gap:  nan
seed mcts:  0
