nohup: ignoring input
original problem has 2000 variables (2000 bin, 0 int, 0 impl, 0 cont) and 5000 constraints
original problem has 2000 variables (2000 bin, 0 int, 0 impl, 0 cont) and 3467 constraints
original problem has 2000 variables (2000 bin, 0 int, 0 impl, 0 cont) and 3473 constraints
original problem has 2000 variables (2000 bin, 0 int, 0 impl, 0 cont) and 3505 constraints
original problem has 2000 variables (2000 bin, 0 int, 0 impl, 0 cont) and 3423 constraints
original problem has 2000 variables (2000 bin, 0 int, 0 impl, 0 cont) and 3485 constraints
original problem has 2000 variables (2000 bin, 0 int, 0 impl, 0 cont) and 3475 constraints
original problem has 2000 variables (2000 bin, 0 int, 0 impl, 0 cont) and 3397 constraints
original problem has 2000 variables (2000 bin, 0 int, 0 impl, 0 cont) and 3528 constraints
original problem has 2000 variables (2000 bin, 0 int, 0 impl, 0 cont) and 3411 constraints
original problem has 2000 variables (2000 bin, 0 int, 0 impl, 0 cont) and 3545 constraints
original problem has 2000 variables (2000 bin, 0 int, 0 impl, 0 cont) and 3420 constraints
original problem has 2000 variables (2000 bin, 0 int, 0 impl, 0 cont) and 3444 constraints
original problem has 2000 variables (2000 bin, 0 int, 0 impl, 0 cont) and 3434 constraints
original problem has 2000 variables (2000 bin, 0 int, 0 impl, 0 cont) and 3470 constraints
original problem has 2000 variables (2000 bin, 0 int, 0 impl, 0 cont) and 3504 constraints
original problem has 2000 variables (2000 bin, 0 int, 0 impl, 0 cont) and 3449 constraints
original problem has 2000 variables (2000 bin, 0 int, 0 impl, 0 cont) and 3499 constraints
original problem has 2000 variables (2000 bin, 0 int, 0 impl, 0 cont) and 3501 constraints
original problem has 2000 variables (2000 bin, 0 int, 0 impl, 0 cont) and 3482 constraints
original problem has 2000 variables (2000 bin, 0 int, 0 impl, 0 cont) and 3494 constraints
original problem has 2000 variables (2000 bin, 0 int, 0 impl, 0 cont) and 3534 constraints
original problem has 2000 variables (2000 bin, 0 int, 0 impl, 0 cont) and 3434 constraints
original problem has 2000 variables (2000 bin, 0 int, 0 impl, 0 cont) and 3549 constraints
original problem has 2000 variables (2000 bin, 0 int, 0 impl, 0 cont) and 3458 constraints
original problem has 2000 variables (2000 bin, 0 int, 0 impl, 0 cont) and 3475 constraints
original problem has 2000 variables (2000 bin, 0 int, 0 impl, 0 cont) and 3467 constraints
original problem has 2000 variables (2000 bin, 0 int, 0 impl, 0 cont) and 3464 constraints
original problem has 2000 variables (2000 bin, 0 int, 0 impl, 0 cont) and 3518 constraints
original problem has 2000 variables (2000 bin, 0 int, 0 impl, 0 cont) and 3566 constraints
original problem has 2000 variables (2000 bin, 0 int, 0 impl, 0 cont) and 3401 constraints
original problem has 2000 variables (2000 bin, 0 int, 0 impl, 0 cont) and 3424 constraints
original problem has 2000 variables (2000 bin, 0 int, 0 impl, 0 cont) and 3481 constraints
original problem has 2000 variables (2000 bin, 0 int, 0 impl, 0 cont) and 3457 constraints
original problem has 2000 variables (2000 bin, 0 int, 0 impl, 0 cont) and 3486 constraints
original problem has 2000 variables (2000 bin, 0 int, 0 impl, 0 cont) and 3438 constraints
original problem has 2000 variables (2000 bin, 0 int, 0 impl, 0 cont) and 3434 constraints
original problem has 4000 variables (4000 bin, 0 int, 0 impl, 0 cont) and 7085 constraints
original problem has 4000 variables (4000 bin, 0 int, 0 impl, 0 cont) and 6997 constraints
original problem has 4000 variables (4000 bin, 0 int, 0 impl, 0 cont) and 6972 constraints
original problem has 4000 variables (4000 bin, 0 int, 0 impl, 0 cont) and 6866 constraints
original problem has 4000 variables (4000 bin, 0 int, 0 impl, 0 cont) and 7085 constraints
original problem has 4000 variables (4000 bin, 0 int, 0 impl, 0 cont) and 7085 constraints
original problem has 4000 variables (4000 bin, 0 int, 0 impl, 0 cont) and 6997 constraints
original problem has 4000 variables (4000 bin, 0 int, 0 impl, 0 cont) and 6972 constraints
original problem has 4000 variables (4000 bin, 0 int, 0 impl, 0 cont) and 6866 constraints
original problem has 4000 variables (4000 bin, 0 int, 0 impl, 0 cont) and 6894 constraints
original problem has 4000 variables (4000 bin, 0 int, 0 impl, 0 cont) and 6940 constraints
original problem has 4000 variables (4000 bin, 0 int, 0 impl, 0 cont) and 7001 constraints
original problem has 4000 variables (4000 bin, 0 int, 0 impl, 0 cont) and 7031 constraints
original problem has 4000 variables (4000 bin, 0 int, 0 impl, 0 cont) and 7025 constraints
original problem has 4000 variables (4000 bin, 0 int, 0 impl, 0 cont) and 6967 constraints
original problem has 4000 variables (4000 bin, 0 int, 0 impl, 0 cont) and 7016 constraints
original problem has 4000 variables (4000 bin, 0 int, 0 impl, 0 cont) and 6935 constraints
original problem has 4000 variables (4000 bin, 0 int, 0 impl, 0 cont) and 6897 constraints
original problem has 4000 variables (4000 bin, 0 int, 0 impl, 0 cont) and 6920 constraints
original problem has 4000 variables (4000 bin, 0 int, 0 impl, 0 cont) and 6928 constraints
original problem has 4000 variables (4000 bin, 0 int, 0 impl, 0 cont) and 7027 constraints
original problem has 4000 variables (4000 bin, 0 int, 0 impl, 0 cont) and 6857 constraints
original problem has 4000 variables (4000 bin, 0 int, 0 impl, 0 cont) and 6875 constraints
original problem has 4000 variables (4000 bin, 0 int, 0 impl, 0 cont) and 6877 constraints
original problem has 4000 variables (4000 bin, 0 int, 0 impl, 0 cont) and 6901 constraints
original problem has 4000 variables (4000 bin, 0 int, 0 impl, 0 cont) and 6868 constraints
original problem has 4000 variables (4000 bin, 0 int, 0 impl, 0 cont) and 6981 constraints
original problem has 4000 variables (4000 bin, 0 int, 0 impl, 0 cont) and 6956 constraints
original problem has 4000 variables (4000 bin, 0 int, 0 impl, 0 cont) and 6994 constraints
original problem has 4000 variables (4000 bin, 0 int, 0 impl, 0 cont) and 6912 constraints
original problem has 4000 variables (4000 bin, 0 int, 0 impl, 0 cont) and 6880 constraints
original problem has 4000 variables (4000 bin, 0 int, 0 impl, 0 cont) and 6944 constraints
original problem has 4000 variables (4000 bin, 0 int, 0 impl, 0 cont) and 7068 constraints
original problem has 4000 variables (4000 bin, 0 int, 0 impl, 0 cont) and 6875 constraints
original problem has 4000 variables (4000 bin, 0 int, 0 impl, 0 cont) and 6982 constraints
original problem has 4000 variables (4000 bin, 0 int, 0 impl, 0 cont) and 6947 constraints
original problem has 4000 variables (4000 bin, 0 int, 0 impl, 0 cont) and 7085 constraints
original problem has 4000 variables (4000 bin, 0 int, 0 impl, 0 cont) and 6997 constraints
original problem has 4000 variables (4000 bin, 0 int, 0 impl, 0 cont) and 6972 constraints
original problem has 4000 variables (4000 bin, 0 int, 0 impl, 0 cont) and 6866 constraints
original problem has 2000 variables (2000 bin, 0 int, 0 impl, 0 cont) and 3414 constraints
original problem has 2000 variables (2000 bin, 0 int, 0 impl, 0 cont) and 3476 constraints
original problem has 2000 variables (2000 bin, 0 int, 0 impl, 0 cont) and 3431 constraints
original problem has 2000 variables (2000 bin, 0 int, 0 impl, 0 cont) and 3399 constraints
original problem has 2000 variables (2000 bin, 0 int, 0 impl, 0 cont) and 3467 constraints
original problem has 2000 variables (2000 bin, 0 int, 0 impl, 0 cont) and 3473 constraints
original problem has 2000 variables (2000 bin, 0 int, 0 impl, 0 cont) and 3505 constraints
original problem has 2000 variables (2000 bin, 0 int, 0 impl, 0 cont) and 3423 constraints
original problem has 2000 variables (2000 bin, 0 int, 0 impl, 0 cont) and 3485 constraints
original problem has 2000 variables (2000 bin, 0 int, 0 impl, 0 cont) and 3475 constraints
original problem has 2000 variables (2000 bin, 0 int, 0 impl, 0 cont) and 3397 constraints
original problem has 2000 variables (2000 bin, 0 int, 0 impl, 0 cont) and 3528 constraints
original problem has 2000 variables (2000 bin, 0 int, 0 impl, 0 cont) and 3411 constraints
original problem has 2000 variables (2000 bin, 0 int, 0 impl, 0 cont) and 3545 constraints
original problem has 2000 variables (2000 bin, 0 int, 0 impl, 0 cont) and 3420 constraints
original problem has 2000 variables (2000 bin, 0 int, 0 impl, 0 cont) and 3444 constraints
original problem has 2000 variables (2000 bin, 0 int, 0 impl, 0 cont) and 3434 constraints
original problem has 2000 variables (2000 bin, 0 int, 0 impl, 0 cont) and 3470 constraints
original problem has 2000 variables (2000 bin, 0 int, 0 impl, 0 cont) and 3504 constraints
original problem has 2000 variables (2000 bin, 0 int, 0 impl, 0 cont) and 3449 constraints
original problem has 2000 variables (2000 bin, 0 int, 0 impl, 0 cont) and 3499 constraints
original problem has 2000 variables (2000 bin, 0 int, 0 impl, 0 cont) and 3501 constraints
original problem has 2000 variables (2000 bin, 0 int, 0 impl, 0 cont) and 3482 constraints
original problem has 2000 variables (2000 bin, 0 int, 0 impl, 0 cont) and 3494 constraints
original problem has 2000 variables (2000 bin, 0 int, 0 impl, 0 cont) and 3534 constraints
original problem has 2000 variables (2000 bin, 0 int, 0 impl, 0 cont) and 3434 constraints
original problem has 2000 variables (2000 bin, 0 int, 0 impl, 0 cont) and 3549 constraints
original problem has 2000 variables (2000 bin, 0 int, 0 impl, 0 cont) and 3458 constraints
original problem has 2000 variables (2000 bin, 0 int, 0 impl, 0 cont) and 3475 constraints
original problem has 2000 variables (2000 bin, 0 int, 0 impl, 0 cont) and 3467 constraints
original problem has 2000 variables (2000 bin, 0 int, 0 impl, 0 cont) and 3464 constraints
original problem has 2000 variables (2000 bin, 0 int, 0 impl, 0 cont) and 3518 constraints
original problem has 2000 variables (2000 bin, 0 int, 0 impl, 0 cont) and 3566 constraints
original problem has 2000 variables (2000 bin, 0 int, 0 impl, 0 cont) and 3401 constraints
original problem has 2000 variables (2000 bin, 0 int, 0 impl, 0 cont) and 3424 constraints
original problem has 2000 variables (2000 bin, 0 int, 0 impl, 0 cont) and 3481 constraints
original problem has 2000 variables (2000 bin, 0 int, 0 impl, 0 cont) and 3457 constraints
original problem has 2000 variables (2000 bin, 0 int, 0 impl, 0 cont) and 3486 constraints
original problem has 2000 variables (2000 bin, 0 int, 0 impl, 0 cont) and 3438 constraints
original problem has 2000 variables (2000 bin, 0 int, 0 impl, 0 cont) and 3434 constraints
original problem has 4000 variables (4000 bin, 0 int, 0 impl, 0 cont) and 7085 constraints
original problem has 4000 variables (4000 bin, 0 int, 0 impl, 0 cont) and 6997 constraints
original problem has 4000 variables (4000 bin, 0 int, 0 impl, 0 cont) and 6972 constraints
original problem has 4000 variables (4000 bin, 0 int, 0 impl, 0 cont) and 6866 constraints
original problem has 4000 variables (4000 bin, 0 int, 0 impl, 0 cont) and 7085 constraints
original problem has 4000 variables (4000 bin, 0 int, 0 impl, 0 cont) and 7085 constraints
original problem has 4000 variables (4000 bin, 0 int, 0 impl, 0 cont) and 6997 constraints
original problem has 4000 variables (4000 bin, 0 int, 0 impl, 0 cont) and 6972 constraints
original problem has 4000 variables (4000 bin, 0 int, 0 impl, 0 cont) and 6866 constraints
original problem has 4000 variables (4000 bin, 0 int, 0 impl, 0 cont) and 6894 constraints
original problem has 4000 variables (4000 bin, 0 int, 0 impl, 0 cont) and 6940 constraints
original problem has 4000 variables (4000 bin, 0 int, 0 impl, 0 cont) and 7001 constraints
original problem has 4000 variables (4000 bin, 0 int, 0 impl, 0 cont) and 7031 constraints
original problem has 4000 variables (4000 bin, 0 int, 0 impl, 0 cont) and 7025 constraints
original problem has 4000 variables (4000 bin, 0 int, 0 impl, 0 cont) and 6967 constraints
original problem has 4000 variables (4000 bin, 0 int, 0 impl, 0 cont) and 7016 constraints
original problem has 4000 variables (4000 bin, 0 int, 0 impl, 0 cont) and 6935 constraints
original problem has 4000 variables (4000 bin, 0 int, 0 impl, 0 cont) and 6897 constraints
original problem has 4000 variables (4000 bin, 0 int, 0 impl, 0 cont) and 6920 constraints
original problem has 4000 variables (4000 bin, 0 int, 0 impl, 0 cont) and 6928 constraints
original problem has 4000 variables (4000 bin, 0 int, 0 impl, 0 cont) and 7027 constraints
original problem has 4000 variables (4000 bin, 0 int, 0 impl, 0 cont) and 6857 constraints
original problem has 4000 variables (4000 bin, 0 int, 0 impl, 0 cont) and 6875 constraints
original problem has 4000 variables (4000 bin, 0 int, 0 impl, 0 cont) and 6877 constraints
original problem has 4000 variables (4000 bin, 0 int, 0 impl, 0 cont) and 6901 constraints
original problem has 4000 variables (4000 bin, 0 int, 0 impl, 0 cont) and 6868 constraints
original problem has 4000 variables (4000 bin, 0 int, 0 impl, 0 cont) and 6981 constraints
original problem has 4000 variables (4000 bin, 0 int, 0 impl, 0 cont) and 6956 constraints
original problem has 4000 variables (4000 bin, 0 int, 0 impl, 0 cont) and 6994 constraints
original problem has 4000 variables (4000 bin, 0 int, 0 impl, 0 cont) and 6912 constraints
original problem has 4000 variables (4000 bin, 0 int, 0 impl, 0 cont) and 6880 constraints
original problem has 4000 variables (4000 bin, 0 int, 0 impl, 0 cont) and 6944 constraints
original problem has 4000 variables (4000 bin, 0 int, 0 impl, 0 cont) and 7068 constraints
original problem has 4000 variables (4000 bin, 0 int, 0 impl, 0 cont) and 6875 constraints
original problem has 4000 variables (4000 bin, 0 int, 0 impl, 0 cont) and 6982 constraints
original problem has 4000 variables (4000 bin, 0 int, 0 impl, 0 cont) and 6947 constraints
original problem has 4000 variables (4000 bin, 0 int, 0 impl, 0 cont) and 7085 constraints
original problem has 4000 variables (4000 bin, 0 int, 0 impl, 0 cont) and 6997 constraints
original problem has 4000 variables (4000 bin, 0 int, 0 impl, 0 cont) and 6972 constraints
original problem has 4000 variables (4000 bin, 0 int, 0 impl, 0 cont) and 6866 constraints
/home/liudefen/projects/ML4LocalBranch_extend/execute_heuristics.py:763: RuntimeWarning: invalid value encountered in double_scalars
  primal_int_reinforce_ave = primal_int_reinforces.sum() / len(
/home/liudefen/projects/ML4LocalBranch_extend/execute_heuristics.py:775: RuntimeWarning: invalid value encountered in double_scalars
  primal_gap_final_reinforce_ave = primal_gap_final_reinforces.sum() / len(
/home/liudefen/projects/ML4LocalBranch_extend/execute_heuristics.py:763: RuntimeWarning: invalid value encountered in double_scalars
  primal_int_reinforce_ave = primal_int_reinforces.sum() / len(
/home/liudefen/projects/ML4LocalBranch_extend/execute_heuristics.py:775: RuntimeWarning: invalid value encountered in double_scalars
  primal_gap_final_reinforce_ave = primal_gap_final_reinforces.sum() / len(
/home/liudefen/projects/ML4LocalBranch_extend/execute_heuristics.py:763: RuntimeWarning: invalid value encountered in double_scalars
  primal_int_reinforce_ave = primal_int_reinforces.sum() / len(
/home/liudefen/projects/ML4LocalBranch_extend/execute_heuristics.py:775: RuntimeWarning: invalid value encountered in double_scalars
  primal_gap_final_reinforce_ave = primal_gap_final_reinforces.sum() / len(
/home/liudefen/projects/ML4LocalBranch_extend/execute_heuristics.py:763: RuntimeWarning: invalid value encountered in double_scalars
  primal_int_reinforce_ave = primal_int_reinforces.sum() / len(
/home/liudefen/projects/ML4LocalBranch_extend/execute_heuristics.py:775: RuntimeWarning: invalid value encountered in double_scalars
  primal_gap_final_reinforce_ave = primal_gap_final_reinforces.sum() / len(
/home/liudefen/projects/ML4LocalBranch_extend/execute_heuristics.py:763: RuntimeWarning: invalid value encountered in double_scalars
  primal_int_reinforce_ave = primal_int_reinforces.sum() / len(
/home/liudefen/projects/ML4LocalBranch_extend/execute_heuristics.py:775: RuntimeWarning: invalid value encountered in double_scalars
  primal_gap_final_reinforce_ave = primal_gap_final_reinforces.sum() / len(
/home/liudefen/projects/ML4LocalBranch_extend/execute_heuristics.py:763: RuntimeWarning: invalid value encountered in double_scalars
  primal_int_reinforce_ave = primal_int_reinforces.sum() / len(
/home/liudefen/projects/ML4LocalBranch_extend/execute_heuristics.py:775: RuntimeWarning: invalid value encountered in double_scalars
  primal_gap_final_reinforce_ave = primal_gap_final_reinforces.sum() / len(
/home/liudefen/projects/ML4LocalBranch_extend/execute_heuristics.py:763: RuntimeWarning: invalid value encountered in double_scalars
  primal_int_reinforce_ave = primal_int_reinforces.sum() / len(
/home/liudefen/projects/ML4LocalBranch_extend/execute_heuristics.py:775: RuntimeWarning: invalid value encountered in double_scalars
  primal_gap_final_reinforce_ave = primal_gap_final_reinforces.sum() / len(
/home/liudefen/projects/ML4LocalBranch_extend/execute_heuristics.py:763: RuntimeWarning: invalid value encountered in double_scalars
  primal_int_reinforce_ave = primal_int_reinforces.sum() / len(
/home/liudefen/projects/ML4LocalBranch_extend/execute_heuristics.py:775: RuntimeWarning: invalid value encountered in double_scalars
  primal_gap_final_reinforce_ave = primal_gap_final_reinforces.sum() / len(
/home/liudefen/projects/ML4LocalBranch_extend/execute_heuristics.py:763: RuntimeWarning: invalid value encountered in double_scalars
  primal_int_reinforce_ave = primal_int_reinforces.sum() / len(
/home/liudefen/projects/ML4LocalBranch_extend/execute_heuristics.py:775: RuntimeWarning: invalid value encountered in double_scalars
  primal_gap_final_reinforce_ave = primal_gap_final_reinforces.sum() / len(
/home/liudefen/projects/ML4LocalBranch_extend/execute_heuristics.py:763: RuntimeWarning: invalid value encountered in double_scalars
  primal_int_reinforce_ave = primal_int_reinforces.sum() / len(
/home/liudefen/projects/ML4LocalBranch_extend/execute_heuristics.py:775: RuntimeWarning: invalid value encountered in double_scalars
  primal_gap_final_reinforce_ave = primal_gap_final_reinforces.sum() / len(
/home/liudefen/projects/ML4LocalBranch_extend/execute_heuristics.py:763: RuntimeWarning: invalid value encountered in double_scalars
  primal_int_reinforce_ave = primal_int_reinforces.sum() / len(
/home/liudefen/projects/ML4LocalBranch_extend/execute_heuristics.py:775: RuntimeWarning: invalid value encountered in double_scalars
  primal_gap_final_reinforce_ave = primal_gap_final_reinforces.sum() / len(
/home/liudefen/projects/ML4LocalBranch_extend/execute_heuristics.py:763: RuntimeWarning: invalid value encountered in double_scalars
  primal_int_reinforce_ave = primal_int_reinforces.sum() / len(
/home/liudefen/projects/ML4LocalBranch_extend/execute_heuristics.py:775: RuntimeWarning: invalid value encountered in double_scalars
  primal_gap_final_reinforce_ave = primal_gap_final_reinforces.sum() / len(
setcovering-small
firstsol
asymmetric
seed: 0
cpu
setcovering
firstsolSolution
scip-baseline primal integral:  14.963830530466302
scip-lb-baseline primal integral:  44.202159489210416
scip-lb-regression primal integral:  4.000191259908449
scip-lb-rl primal integral:  10.050910868018416
scip-lb-regression-rl primal integral:  3.989958597510943
rl primal integral:  nan


scip-baseline primal gap:  2.4012185139130913
scip-lb-baseline primal gap:  0.38152217682949424
scip-lb-regression primal gap:  2.6926628285339924
scip-lb-rl primal gap:  1.8119840655818584
scip-lb-regression-rl primal gap:  2.5930543726021247
rl primal gap:  nan
seed mcts:  0
seed mcts:  0
setcovering-large
firstsol
asymmetric
seed: 0
cpu
setcovering
firstsolSolution
scip-baseline primal integral:  18.46939754141932
scip-lb-baseline primal integral:  59.233121969096054
scip-lb-regression primal integral:  2.956388737436658
scip-lb-rl primal integral:  29.604445092327488
scip-lb-regression-rl primal integral:  2.959700103702132
rl primal integral:  nan


scip-baseline primal gap:  1.3893645087528286
scip-lb-baseline primal gap:  6671.4771635780835
scip-lb-regression primal gap:  0.5030220984801004
scip-lb-rl primal gap:  2.450688406517881
scip-lb-regression-rl primal gap:  0.5510990215570235
rl primal gap:  nan
seed mcts:  0
seed mcts:  0
setcovering-small
rootsol
asymmetric
seed: 0
cpu
setcovering
rootsolSolution
scip-baseline primal integral:  14.767394888827278
scip-lb-baseline primal integral:  3.11921067453967
scip-lb-regression primal integral:  2.1384990620604176
scip-lb-rl primal integral:  2.399573312468662
scip-lb-regression-rl primal integral:  2.1376742536696156
rl primal integral:  nan


scip-baseline primal gap:  2.758914599098517
scip-lb-baseline primal gap:  0.2547232840296983
scip-lb-regression primal gap:  2.212609193676245
scip-lb-rl primal gap:  1.4124076859268992
scip-lb-regression-rl primal gap:  2.212609193676245
rl primal gap:  nan
seed mcts:  0
seed mcts:  0
setcovering-large
rootsol
asymmetric
seed: 0
cpu
setcovering
rootsolSolution
scip-baseline primal integral:  3.1478063297897947
scip-lb-baseline primal integral:  11.997566687770044
scip-lb-regression primal integral:  2.193993141816518
scip-lb-rl primal integral:  5.03588222684718
scip-lb-regression-rl primal integral:  2.1900486038300553
rl primal integral:  nan


scip-baseline primal gap:  3.6282387374356637
scip-lb-baseline primal gap:  0.9613566958008815
scip-lb-regression primal gap:  0.4207000599963736
scip-lb-rl primal gap:  2.001245334341424
scip-lb-regression-rl primal gap:  0.4207000599963736
rl primal gap:  nan
seed mcts:  0
seed mcts:  0
independentset-small
firstsol
symmetric
seed: 0
cpu
independentset
firstsolSolution
scip-baseline primal integral:  1.642803781760843
scip-lb-baseline primal integral:  0.5612027426364005
scip-lb-regression primal integral:  0.8617400183891917
scip-lb-rl primal integral:  0.5129937791122279
scip-lb-regression-rl primal integral:  0.7787151194207153
rl primal integral:  nan


scip-baseline primal gap:  1.563510265624411
scip-lb-baseline primal gap:  0.06057829836823059
scip-lb-regression primal gap:  0.1595367338958656
scip-lb-rl primal gap:  0.1431438173554152
scip-lb-regression-rl primal gap:  0.20907391112222534
rl primal gap:  nan
seed mcts:  0
seed mcts:  0
independentset-large
firstsol
symmetric
seed: 0
cpu
independentset
firstsolSolution
scip-baseline primal integral:  1.9428850846445775
scip-lb-baseline primal integral:  2.18402661439731
scip-lb-regression primal integral:  0.8878892834624125
scip-lb-rl primal integral:  1.0333268396888098
scip-lb-regression-rl primal integral:  0.7817782411574254
rl primal integral:  nan


scip-baseline primal gap:  3.16715768886055
scip-lb-baseline primal gap:  0.1398336811736243
scip-lb-regression primal gap:  0.07145066010225717
scip-lb-rl primal gap:  0.016448678777122402
scip-lb-regression-rl primal gap:  0.11288357499154071
rl primal gap:  nan
seed mcts:  0
seed mcts:  0
independentset-small
rootsol
symmetric
seed: 0
cpu
independentset
rootsolSolution
scip-baseline primal integral:  1.5682944250498703
scip-lb-baseline primal integral:  1.3318619366097593
scip-lb-regression primal integral:  0.7041249071125583
scip-lb-rl primal integral:  1.0504966899744148
scip-lb-regression-rl primal integral:  1.0172892635454702
rl primal integral:  nan


scip-baseline primal gap:  1.444118229067034
scip-lb-baseline primal gap:  0.2924266707035619
scip-lb-regression primal gap:  0.31482723505443033
scip-lb-rl primal gap:  0.43623005303206047
scip-lb-regression-rl primal gap:  0.6016475371173341
rl primal gap:  nan
seed mcts:  0
seed mcts:  0
independentset-large
rootsol
symmetric
seed: 0
cpu
independentset
rootsolSolution
scip-baseline primal integral:  1.886265224329939
scip-lb-baseline primal integral:  6.2176091495336365
scip-lb-regression primal integral:  1.5263691838280882
scip-lb-rl primal integral:  2.4195488013601403
scip-lb-regression-rl primal integral:  1.7982050097056566
rl primal integral:  nan


scip-baseline primal gap:  3.071666262991748
scip-lb-baseline primal gap:  0.3081820272464822
scip-lb-regression primal gap:  0.2075328955464483
scip-lb-rl primal gap:  0.4978899977457688
scip-lb-regression-rl primal gap:  0.5784383252655559
rl primal gap:  nan
seed mcts:  0
seed mcts:  0
combinatorialauction-small
firstsol
symmetric
seed: 0
cpu
combinatorialauction
firstsolSolution
scip-baseline primal integral:  2.4068312809402683
scip-lb-baseline primal integral:  4.063999008443536
scip-lb-regression primal integral:  1.684707683249627
scip-lb-rl primal integral:  2.243640640475003
scip-lb-regression-rl primal integral:  1.7773802720679193
rl primal integral:  nan


scip-baseline primal gap:  0.12209021815227614
scip-lb-baseline primal gap:  0.5503589228780024
scip-lb-regression primal gap:  0.24386580191500945
scip-lb-rl primal gap:  0.31948317645728086
scip-lb-regression-rl primal gap:  0.30381450630194307
rl primal gap:  nan
seed mcts:  0
seed mcts:  0
combinatorialauction-large
firstsol
symmetric
seed: 0
cpu
combinatorialauction
firstsolSolution
scip-baseline primal integral:  6.404047402177412
scip-lb-baseline primal integral:  17.43012244412858
scip-lb-regression primal integral:  5.368691057314879
scip-lb-rl primal integral:  7.987965065619565
scip-lb-regression-rl primal integral:  5.229293571027528
rl primal integral:  nan


scip-baseline primal gap:  0.04452899940427131
scip-lb-baseline primal gap:  9.75851124365566
scip-lb-regression primal gap:  0.3875936467002318
scip-lb-rl primal gap:  1.7607546790037787
scip-lb-regression-rl primal gap:  0.3490873975320336
rl primal gap:  nan
seed mcts:  0
seed mcts:  0
combinatorialauction-small
rootsol
symmetric
seed: 0
cpu
combinatorialauction
rootsolSolution
scip-baseline primal integral:  2.4434991704201554
scip-lb-baseline primal integral:  1.902720781735189
scip-lb-regression primal integral:  1.138915121276018
scip-lb-rl primal integral:  1.3604412368310197
scip-lb-regression-rl primal integral:  1.2327655908515582
rl primal integral:  nan


scip-baseline primal gap:  0.19557512371617541
scip-lb-baseline primal gap:  0.35193351877638507
scip-lb-regression primal gap:  0.3245285781346995
scip-lb-rl primal gap:  0.3295456668643855
scip-lb-regression-rl primal gap:  0.3460150943192811
rl primal gap:  nan
seed mcts:  0
seed mcts:  0
combinatorialauction-large
rootsol
symmetric
seed: 0
cpu
combinatorialauction
rootsolSolution
scip-baseline primal integral:  6.438456375106211
scip-lb-baseline primal integral:  8.419921299986614
scip-lb-regression primal integral:  3.253135141122466
scip-lb-rl primal integral:  4.97496554829584
scip-lb-regression-rl primal integral:  3.2444433851117322
rl primal integral:  nan


scip-baseline primal gap:  0.07069163731196301
scip-lb-baseline primal gap:  3.6798316315433737
scip-lb-regression primal gap:  0.31277226502393407
scip-lb-rl primal gap:  0.5650346864112452
scip-lb-regression-rl primal gap:  0.2612012393557669
rl primal gap:  nan
seed mcts:  0
seed mcts:  0
