nohup: ignoring input
original problem has 2000 variables (2000 bin, 0 int, 0 impl, 0 cont) and 5000 constraints
         3784.,   3767.,   3748.,   3627.,   3525.,   3503.]), array([0.00000000e+00, 1.36122000e-01, 6.38056100e+00, 1.56857860e+01,
       1.57582540e+01, 1.57748630e+01, 1.59196320e+01, 1.59657260e+01,
       1.63586380e+01, 1.63716690e+01, 1.69685290e+01, 1.70164890e+01,
       1.70369940e+01, 1.70430670e+01, 1.71209160e+01, 1.71287970e+01,
       1.71932370e+01, 1.71985340e+01, 1.74465510e+01, 1.75797450e+01,
       1.75862680e+01, 1.77436700e+01, 1.77507940e+01, 1.78259500e+01,
       1.78398550e+01, 1.78924620e+01, 1.80031220e+01, 1.80095630e+01,
       1.80168060e+01, 1.80498600e+01, 1.82137630e+01, 1.84345600e+01,
       1.84420790e+01, 1.84487250e+01, 1.84719440e+01, 1.85843610e+01,
       1.85939010e+01, 1.86096720e+01, 1.86351830e+01, 1.86422840e+01,
       1.88201250e+01, 1.88366930e+01, 1.88420890e+01, 1.89176040e+01,
       1.89917860e+01, 1.90075580e+01, 1.90133550e+01, 1.90376070e+01,
       1.90436170e+01, 1.90502800e+01, 1.91089570e+01, 1.94210620e+01,
       1.97355530e+01, 1.97511610e+01, 1.97569500e+01, 1.97637570e+01,
       1.99133140e+01, 1.99907430e+01, 2.00144200e+01, 2.00218020e+01,
       2.00401740e+01, 2.00545150e+01, 2.00868550e+01, 2.00912900e+01,
       2.01923640e+01, 2.01972840e+01, 2.02449620e+01, 2.03352360e+01,
       2.03591130e+01, 2.03903380e+01, 2.04465170e+01, 2.04658200e+01,
       2.04757070e+01, 2.04928270e+01, 2.04989730e+01, 2.05166420e+01,
       2.05222300e+01, 2.05307960e+01, 2.05373260e+01, 2.05430670e+01,
       3.86681628e+02, 5.19334949e+02, 5.66770891e+02])]
instance:  10
create a new SCIP model
The initial incumbent of setcovering-170_transformed is successfully added to MIP model
setcovering-170_transformed
N of variables: 2000
N of binary vars: 2000
N of constraints: 5000
Initial obj of MIP: 99104.0
Instance: setcovering-170_transformed
Status of SCIP_baseline:  timelimit
Best obj of SCIP_baseline:  3269.0
Solving time:  600.001134


[array([99104., 11844., 11505., 11474., 11448.,  3474.,  3463.,  3338.,
        3322.,  3318.,  3294.,  3280.,  3269.]), array([0.00000000e+00, 1.17142000e-01, 4.00494000e+00, 4.04241300e+00,
       4.05751100e+00, 4.06052300e+00, 1.60363240e+01, 8.70270120e+01,
       1.69300206e+02, 1.69307128e+02, 2.62226569e+02, 3.45916610e+02,
       4.35593857e+02])]
instance:  11
create a new SCIP model
The initial incumbent of setcovering-171_transformed is successfully added to MIP model
setcovering-171_transformed
N of variables: 2000
N of binary vars: 2000
N of constraints: 5000
Initial obj of MIP: 100227.0
Instance: setcovering-171_transformed
Status of SCIP_baseline:  timelimit
Best obj of SCIP_baseline:  3605.9999999999995
Solving time:  600.000558


[array([100227.,  11171.,  11111.,   7276.,   3685.,   3678.,   3672.,
         3659.,   3655.,   3642.,   3629.,   3624.,   3622.,   3619.,
         3612.,   3610.,   3606.]), array([0.00000000e+00, 1.19588000e-01, 1.23437000e-01, 7.25820500e+00,
       1.33452535e+02, 2.25041116e+02, 2.99351493e+02, 2.99354960e+02,
       2.99668758e+02, 2.99671530e+02, 3.14933367e+02, 3.15552615e+02,
       3.16230807e+02, 3.16705326e+02, 3.17660687e+02, 4.57174313e+02,
       5.37172958e+02])]
instance:  12
create a new SCIP model
The initial incumbent of setcovering-172_transformed is successfully added to MIP model
setcovering-172_transformed
N of variables: 2000
N of binary vars: 2000
N of constraints: 5000
Initial obj of MIP: 97268.0
Instance: setcovering-172_transformed
Status of SCIP_baseline:  timelimit
Best obj of SCIP_baseline:  3040.0
Solving time:  600.000624


[array([97268.,  9944.,  9937.,  9935.,  3235.,  3178.,  3108.,  3103.,
        3102.,  3088.,  3079.,  3065.,  3059.,  3047.,  3040.]), array([0.00000000e+00, 1.16284000e-01, 3.40111900e+00, 3.41506900e+00,
       3.41808000e+00, 1.36002170e+01, 7.17409050e+01, 2.34835963e+02,
       2.52529492e+02, 2.87552708e+02, 2.97713343e+02, 3.31989357e+02,
       3.74115244e+02, 4.21804212e+02, 4.75727539e+02])]
instance:  13
create a new SCIP model
The initial incumbent of setcovering-173_transformed is successfully added to MIP model
setcovering-173_transformed
N of variables: 2000
N of binary vars: 2000
N of constraints: 5000
Initial obj of MIP: 99522.0
Instance: setcovering-173_transformed
Status of SCIP_baseline:  timelimit
Best obj of SCIP_baseline:  3700.0
Solving time:  600.003072


[array([99522., 11021., 11001.,  7502.,  7474.,  7435.,  7426.,  7402.,
        7381.,  7348.,  7289.,  7260.,  7154.,  7094.,  7079.,  7067.,
        7057.,  6997.,  6966.,  6914.,  6851.,  6791.,  6759.,  6703.,
        6640.,  6603.,  6594.,  6557.,  6515.,  6494.,  6437.,  6386.,
        6230.,  6129.,  6096.,  6075.,  6072.,  6040.,  6031.,  5968.,
        5937.,  5772.,  5723.,  5704.,  5633.,  5612.,  5586.,  5535.,
        5431.,  5415.,  5171.,  5135.,  5134.,  5121.,  5053.,  4971.,
        4775.,  4725.,  4275.,  4191.,  4150.,  4142.,  4108.,  4044.,
        3906.,  3796.,  3738.,  3700.]), array([0.00000000e+00, 1.18957000e-01, 1.23608000e-01, 8.02550800e+00,
       1.93118950e+01, 1.94212480e+01, 1.94920650e+01, 1.97191840e+01,
       1.99601070e+01, 1.99692010e+01, 2.00898280e+01, 2.00953510e+01,
       2.01442640e+01, 2.01649400e+01, 2.02099520e+01, 2.02875890e+01,
       2.03430760e+01, 2.03984290e+01, 2.04177290e+01, 2.04769680e+01,
       2.04842170e+01, 2.05788350e+01, 2.05859850e+01, 2.05934070e+01,
       2.08215410e+01, 2.09433220e+01, 2.09541200e+01, 2.10692110e+01,
       2.11383930e+01, 2.11839340e+01, 2.12245300e+01, 2.12520720e+01,
       2.13817670e+01, 2.14110880e+01, 2.14744080e+01, 2.14865050e+01,
       2.15478080e+01, 2.15557740e+01, 2.16753990e+01, 2.17056900e+01,
       2.17664410e+01, 2.18649590e+01, 2.19333060e+01, 2.19439420e+01,
       2.20365250e+01, 2.20809930e+01, 2.20856190e+01, 2.21691600e+01,
       2.21986930e+01, 2.22124860e+01, 2.22557360e+01, 2.24190760e+01,
       2.24578980e+01, 2.24627590e+01, 2.24856910e+01, 2.25589660e+01,
       2.26141410e+01, 2.26991440e+01, 2.27226280e+01, 2.27350990e+01,
       2.27656920e+01, 2.27812110e+01, 2.27991550e+01, 2.28103600e+01,
       2.29931140e+01, 2.29992830e+01, 1.64189815e+02, 4.79839382e+02])]
instance:  14
create a new SCIP model
The initial incumbent of setcovering-174_transformed is successfully added to MIP model
setcovering-174_transformed
N of variables: 2000
N of binary vars: 2000
N of constraints: 5000
Initial obj of MIP: 100507.0
Instance: setcovering-174_transformed
Status of SCIP_baseline:  timelimit
Best obj of SCIP_baseline:  3668.0
Solving time:  600.000437


[array([100507.,  11361.,  11276.,   8015.,   3753.,   3682.,   3668.]), array([0.00000000e+00, 1.18352000e-01, 1.21987000e-01, 7.67751600e+00,
       1.47416495e+02, 5.41257157e+02, 5.41267740e+02])]
instance:  15
create a new SCIP model
The initial incumbent of setcovering-175_transformed is successfully added to MIP model
setcovering-175_transformed
N of variables: 2000
N of binary vars: 2000
N of constraints: 5000
Initial obj of MIP: 99840.0
Instance: setcovering-175_transformed
Status of SCIP_baseline:  timelimit
Best obj of SCIP_baseline:  3648.0
Solving time:  600.000549


[array([99840., 12269., 12205.,  7671.,  3761.,  3743.,  3703.,  3669.,
        3657.,  3648.]), array([0.00000000e+00, 1.28402000e-01, 1.32322000e-01, 7.65369700e+00,
       1.26731368e+02, 2.15320195e+02, 4.27922915e+02, 4.58536276e+02,
       4.58871273e+02, 5.08514403e+02])]
instance:  16
create a new SCIP model
The initial incumbent of setcovering-176_transformed is successfully added to MIP model
setcovering-176_transformed
N of variables: 2000
N of binary vars: 2000
N of constraints: 5000
Initial obj of MIP: 100510.0
Instance: setcovering-176_transformed
Status of SCIP_baseline:  timelimit
Best obj of SCIP_baseline:  3626.0
Solving time:  600.00076


[array([100510.,  11223.,   7735.,   7701.,   7674.,   7617.,   7491.,
         7384.,   7382.,   7337.,   7291.,   7273.,   7212.,   7174.,
         7137.,   7097.,   7026.,   6990.,   6976.,   6739.,   6680.,
         6636.,   6623.,   6590.,   6530.,   6519.,   6412.,   6405.,
         6334.,   6324.,   6225.,   6197.,   6177.,   6135.,   6126.,
         6117.,   6055.,   6031.,   5978.,   5933.,   5892.,   5810.,
         5713.,   5621.,   5615.,   5606.,   5579.,   5434.,   5383.,
         5358.,   5342.,   5291.,   5031.,   4994.,   4531.,   4474.,
         3851.,   3707.,   3644.,   3641.,   3626.]), array([0.00000000e+00, 1.19592000e-01, 5.05939300e+00, 1.48331190e+01,
       1.48445800e+01, 1.49104260e+01, 1.52041760e+01, 1.53085350e+01,
       1.53666950e+01, 1.53776150e+01, 1.53830100e+01, 1.54804510e+01,
       1.54856130e+01, 1.56510070e+01, 1.56559020e+01, 1.60637580e+01,
       1.61368930e+01, 1.61425390e+01, 1.65491710e+01, 1.65924110e+01,
       1.66098010e+01, 1.66630130e+01, 1.66900010e+01, 1.67194790e+01,
       1.67627380e+01, 1.67771290e+01, 1.68834180e+01, 1.68908910e+01,
       1.69947520e+01, 1.70108700e+01, 1.70157260e+01, 1.70236830e+01,
       1.73832840e+01, 1.75079290e+01, 1.75197630e+01, 1.76284540e+01,
       1.76420550e+01, 1.76931280e+01, 1.78128280e+01, 1.78583230e+01,
       1.78686290e+01, 1.81482690e+01, 1.82471940e+01, 1.82541680e+01,
       1.82593890e+01, 1.82663000e+01, 1.82911290e+01, 1.83054480e+01,
       1.83114760e+01, 1.88341230e+01, 1.88619340e+01, 1.88699110e+01,
       1.89109540e+01, 1.90599790e+01, 1.91207080e+01, 1.92009890e+01,
       1.93205160e+01, 1.69794327e+02, 3.95118851e+02, 3.95143881e+02,
       5.18254782e+02])]
instance:  17
create a new SCIP model
The initial incumbent of setcovering-177_transformed is successfully added to MIP model
setcovering-177_transformed
N of variables: 2000
N of binary vars: 2000
N of constraints: 5000
Initial obj of MIP: 99215.0
Instance: setcovering-177_transformed
Status of SCIP_baseline:  timelimit
Best obj of SCIP_baseline:  3551.0
Solving time:  600.001033


[array([99215., 12189.,  7924.,  3670.,  3658.,  3655.,  3563.,  3558.,
        3552.,  3551.]), array([0.00000000e+00, 1.31959000e-01, 8.43123300e+00, 1.31466056e+02,
       2.77780946e+02, 2.77793780e+02, 3.17994430e+02, 3.23512952e+02,
       4.02238798e+02, 4.02289856e+02])]
instance:  18
create a new SCIP model
The initial incumbent of setcovering-178_transformed is successfully added to MIP model
setcovering-178_transformed
N of variables: 2000
N of binary vars: 2000
N of constraints: 5000
Initial obj of MIP: 100679.0
Instance: setcovering-178_transformed
Status of SCIP_baseline:  timelimit
Best obj of SCIP_baseline:  3742.0
Solving time:  600.001198


[array([100679.,  12226.,  12225.,  12224.,   4434.,   3903.,   3806.,
         3744.,   3742.]), array([0.00000000e+00, 1.47457000e-01, 6.92851600e+00, 6.94494100e+00,
       6.94798100e+00, 1.33140516e+02, 3.97928096e+02, 4.93655493e+02,
       4.93854568e+02])]
instance:  19
create a new SCIP model
The initial incumbent of setcovering-179_transformed is successfully added to MIP model
setcovering-179_transformed
N of variables: 2000
N of binary vars: 2000
N of constraints: 5000
Initial obj of MIP: 97100.0
Instance: setcovering-179_transformed
Status of SCIP_baseline:  timelimit
Best obj of SCIP_baseline:  3176.0
Solving time:  600.001261


[array([97100., 10245., 10230., 10229., 10228.,  3820.,  3655.,  3613.,
        3590.,  3437.,  3356.,  3197.,  3176.]), array([0.00000000e+00, 1.24037000e-01, 1.28453000e-01, 3.43817500e+00,
       3.45257100e+00, 3.45530300e+00, 1.47973050e+01, 1.48493610e+01,
       1.48575690e+01, 1.48628940e+01, 1.48694360e+01, 1.14803606e+02,
       2.16562484e+02])]
instance:  20
create a new SCIP model
The initial incumbent of setcovering-180_transformed is successfully added to MIP model
setcovering-180_transformed
N of variables: 2000
N of binary vars: 2000
N of constraints: 5000
Initial obj of MIP: 99124.0
Instance: setcovering-180_transformed
Status of SCIP_baseline:  timelimit
Best obj of SCIP_baseline:  3401.0
Solving time:  600.001003


[array([99124., 11269., 11267., 11266.,  3839.,  3782.,  3584.,  3452.,
        3411.,  3401.]), array([0.00000000e+00, 1.43656000e-01, 4.33757300e+00, 4.35506000e+00,
       4.35846200e+00, 2.22464410e+01, 2.22623620e+01, 1.24028475e+02,
       4.02366740e+02, 4.02807845e+02])]
instance:  21
create a new SCIP model
The initial incumbent of setcovering-181_transformed is successfully added to MIP model
setcovering-181_transformed
N of variables: 2000
N of binary vars: 2000
N of constraints: 5000
Initial obj of MIP: 99510.0
Instance: setcovering-181_transformed
Status of SCIP_baseline:  timelimit
Best obj of SCIP_baseline:  3285.0
Solving time:  600.000286


[array([99510., 10202., 10159.,  6601.,  3358.,  3344.,  3343.,  3333.,
        3327.,  3323.,  3320.,  3319.,  3317.,  3285.]), array([0.00000000e+00, 1.23456000e-01, 1.28337000e-01, 6.64893700e+00,
       1.01094517e+02, 2.00703551e+02, 2.05821421e+02, 2.87939051e+02,
       3.12523085e+02, 4.90235355e+02, 4.95476302e+02, 4.95491319e+02,
       4.95640394e+02, 5.48978615e+02])]
instance:  22
create a new SCIP model
The initial incumbent of setcovering-182_transformed is successfully added to MIP model
setcovering-182_transformed
N of variables: 2000
N of binary vars: 2000
N of constraints: 5000
Initial obj of MIP: 100587.0
Instance: setcovering-182_transformed
Status of SCIP_baseline:  timelimit
Best obj of SCIP_baseline:  3524.0
Solving time:  600.001451


[array([100587.,  11320.,   7013.,   3649.,   3606.,   3604.,   3600.,
         3591.,   3586.,   3579.,   3573.,   3545.,   3528.,   3524.]), array([0.00000000e+00, 1.33917000e-01, 5.52034400e+00, 1.28232101e+02,
       3.48713338e+02, 4.04879101e+02, 4.15976402e+02, 4.16006680e+02,
       4.23493823e+02, 4.24893848e+02, 4.25761219e+02, 4.83475253e+02,
       5.27410091e+02, 5.71459292e+02])]
instance:  23
create a new SCIP model
The initial incumbent of setcovering-183_transformed is successfully added to MIP model
setcovering-183_transformed
N of variables: 2000
N of binary vars: 2000
N of constraints: 5000
Initial obj of MIP: 99408.0
Instance: setcovering-183_transformed
Status of SCIP_baseline:  timelimit
Best obj of SCIP_baseline:  3289.0
Solving time:  600.000659


[array([99408.,  8698.,  5562.,  5516.,  5443.,  5416.,  5350.,  5343.,
        5300.,  5282.,  5235.,  5231.,  5180.,  5048.,  4956.,  4854.,
        4850.,  4849.,  4773.,  4762.,  4716.,  4316.,  4289.,  4251.,
        4151.,  3924.,  3908.,  3847.,  3782.,  3707.,  3647.,  3622.,
        3601.,  3554.,  3497.,  3373.,  3312.,  3297.,  3292.,  3289.]), array([0.00000000e+00, 1.10129000e-01, 1.13762000e-01, 1.38332890e+01,
       1.38722410e+01, 1.38929030e+01, 1.39147150e+01, 1.39306600e+01,
       1.39393730e+01, 1.39699120e+01, 1.39758990e+01, 1.40680020e+01,
       1.41781000e+01, 1.42150210e+01, 1.44778500e+01, 1.45125180e+01,
       1.45860050e+01, 1.45971980e+01, 1.46436450e+01, 1.46560790e+01,
       1.46680680e+01, 1.46894040e+01, 1.46952100e+01, 1.48719610e+01,
       1.48803320e+01, 1.49191080e+01, 1.49251000e+01, 1.49445920e+01,
       1.50407810e+01, 1.50497120e+01, 1.50561410e+01, 1.50657760e+01,
       1.50702710e+01, 1.50764260e+01, 1.50823290e+01, 7.34173930e+01,
       1.82187065e+02, 2.71787669e+02, 3.17181385e+02, 3.17207200e+02])]
instance:  24
create a new SCIP model
The initial incumbent of setcovering-184_transformed is successfully added to MIP model
setcovering-184_transformed
N of variables: 2000
N of binary vars: 2000
N of constraints: 5000
Initial obj of MIP: 99907.0
Instance: setcovering-184_transformed
Status of SCIP_baseline:  timelimit
Best obj of SCIP_baseline:  3230.0
Solving time:  600.001049


[array([99907.,  5457.,  4569.,  3230.]), array([ 0.      ,  0.105637,  0.108302, 76.25075 ])]
instance:  25
create a new SCIP model
The initial incumbent of setcovering-185_transformed is successfully added to MIP model
setcovering-185_transformed
N of variables: 2000
N of binary vars: 2000
N of constraints: 5000
Initial obj of MIP: 99449.0
Instance: setcovering-185_transformed
Status of SCIP_baseline:  timelimit
Best obj of SCIP_baseline:  3413.0
Solving time:  600.001


[array([99449.,  5673.,  4984.,  4972.,  4954.,  4913.,  4905.,  4869.,
        4787.,  4772.,  4693.,  4615.,  4606.,  4578.,  4530.,  4516.,
        4465.,  4454.,  4338.,  4117.,  3931.,  3885.,  3878.,  3857.,
        3592.,  3483.,  3424.,  3418.,  3413.]), array([0.00000000e+00, 1.06488000e-01, 1.09335000e-01, 1.67108910e+01,
       1.67513100e+01, 1.69048110e+01, 1.69145370e+01, 1.69659780e+01,
       1.70199580e+01, 1.70369040e+01, 1.71148090e+01, 1.72273110e+01,
       1.72395810e+01, 1.73006990e+01, 1.73225710e+01, 1.73383380e+01,
       1.73729320e+01, 1.74065350e+01, 1.74236360e+01, 1.74814940e+01,
       1.75228650e+01, 1.75306950e+01, 1.75613020e+01, 1.75732040e+01,
       1.76017130e+01, 1.22689950e+02, 4.03497228e+02, 4.96138857e+02,
       5.68860118e+02])]
instance:  26
create a new SCIP model
The initial incumbent of setcovering-186_transformed is successfully added to MIP model
setcovering-186_transformed
N of variables: 2000
N of binary vars: 2000
N of constraints: 5000
Initial obj of MIP: 99176.0
Instance: setcovering-186_transformed
Status of SCIP_baseline:  timelimit
Best obj of SCIP_baseline:  3505.0
Solving time:  600.000472


[array([99176.,  6865.,  5109.,  5047.,  5032.,  4984.,  4940.,  4880.,
        4816.,  4740.,  4549.,  4510.,  4496.,  4273.,  4252.,  4206.,
        4156.,  4127.,  4065.,  3948.,  3835.,  3815.,  3783.,  3699.,
        3573.,  3538.,  3523.,  3509.,  3505.]), array([0.00000000e+00, 1.04188000e-01, 1.06963000e-01, 1.92280840e+01,
       1.93011300e+01, 1.93399300e+01, 1.93493320e+01, 1.93651890e+01,
       1.93733060e+01, 1.94270050e+01, 1.94767630e+01, 1.96019960e+01,
       1.97682470e+01, 1.97756570e+01, 1.97796800e+01, 1.97922720e+01,
       1.97988710e+01, 1.98809150e+01, 1.98861570e+01, 1.99102730e+01,
       1.99518550e+01, 1.99594110e+01, 1.99662290e+01, 1.99730840e+01,
       8.42172250e+01, 3.44852725e+02, 3.44861571e+02, 4.29884433e+02,
       4.76546369e+02])]
instance:  27
create a new SCIP model
The initial incumbent of setcovering-187_transformed is successfully added to MIP model
setcovering-187_transformed
N of variables: 2000
N of binary vars: 2000
N of constraints: 5000
Initial obj of MIP: 97807.0
Instance: setcovering-187_transformed
Status of SCIP_baseline:  timelimit
Best obj of SCIP_baseline:  3425.0
Solving time:  600.003173


[array([97807.,  7945.,  5040.,  3432.,  3425.]), array([0.00000000e+00, 1.16445000e-01, 1.19657000e-01, 1.57949988e+02,
       4.45072496e+02])]
instance:  28
create a new SCIP model
The initial incumbent of setcovering-188_transformed is successfully added to MIP model
setcovering-188_transformed
N of variables: 2000
N of binary vars: 2000
N of constraints: 5000
Initial obj of MIP: 98229.0
Instance: setcovering-188_transformed
Status of SCIP_baseline:  timelimit
Best obj of SCIP_baseline:  3351.0
Solving time:  600.000387


[array([98229., 11788., 11730.,  6683.,  6668.,  6656.,  6643.,  6632.,
        6591.,  6550.,  6540.,  6525.,  6487.,  6452.,  6428.,  6420.,
        6288.,  6281.,  6271.,  6217.,  6194.,  6171.,  6128.,  6080.,
        6051.,  6000.,  5959.,  5929.,  5856.,  5847.,  5826.,  5817.,
        5764.,  5732.,  5660.,  5599.,  5534.,  5464.,  5442.,  5435.,
        5393.,  5265.,  5249.,  5224.,  5167.,  5136.,  5096.,  5071.,
        5057.,  5032.,  5018.,  5004.,  4991.,  4904.,  4732.,  4708.,
        4577.,  4537.,  4438.,  4101.,  4078.,  4025.,  3979.,  3889.,
        3834.,  3737.,  3736.,  3584.,  3534.,  3531.,  3451.,  3449.,
        3440.,  3435.,  3431.,  3430.,  3421.,  3415.,  3406.,  3405.,
        3396.,  3355.,  3351.]), array([0.00000000e+00, 1.06743000e-01, 1.10419000e-01, 6.37780500e+00,
       1.86208820e+01, 1.86675400e+01, 1.86906510e+01, 1.87057320e+01,
       1.88679560e+01, 1.88752190e+01, 1.89646450e+01, 1.91233060e+01,
       1.91770960e+01, 1.91859620e+01, 1.92304670e+01, 1.92752230e+01,
       1.93181260e+01, 1.93308580e+01, 1.94193770e+01, 1.94252260e+01,
       1.94583060e+01, 1.94777990e+01, 1.96379050e+01, 1.96471230e+01,
       1.96944460e+01, 1.97020420e+01, 1.97820810e+01, 2.01607540e+01,
       2.01830330e+01, 2.02238830e+01, 2.02828360e+01, 2.03013600e+01,
       2.03790060e+01, 2.03938920e+01, 2.04678200e+01, 2.05351240e+01,
       2.07097160e+01, 2.07176160e+01, 2.07246550e+01, 2.07605820e+01,
       2.07715040e+01, 2.07765520e+01, 2.08174360e+01, 2.08281510e+01,
       2.08423590e+01, 2.08771260e+01, 2.08976440e+01, 2.09057830e+01,
       2.09215400e+01, 2.09264170e+01, 2.09411520e+01, 2.09751100e+01,
       2.09817950e+01, 2.09985220e+01, 2.10244460e+01, 2.10370060e+01,
       2.11861180e+01, 2.12320320e+01, 2.12786270e+01, 2.14360310e+01,
       2.16462380e+01, 2.16789340e+01, 2.16917670e+01, 2.16979520e+01,
       2.17031660e+01, 2.17122300e+01, 2.17200650e+01, 2.17446110e+01,
       1.21775759e+02, 3.12992010e+02, 3.13008541e+02, 3.82245706e+02,
       3.82248427e+02, 3.99363129e+02, 4.15142313e+02, 4.35993276e+02,
       4.35996177e+02, 4.57768714e+02, 4.57771463e+02, 5.11797715e+02,
       5.11800442e+02, 5.69978647e+02, 5.70213076e+02])]
instance:  29
create a new SCIP model
The initial incumbent of setcovering-189_transformed is successfully added to MIP model
setcovering-189_transformed
N of variables: 2000
N of binary vars: 2000
N of constraints: 5000
Initial obj of MIP: 99338.0
Instance: setcovering-189_transformed
Status of SCIP_baseline:  timelimit
Best obj of SCIP_baseline:  3449.0
Solving time:  600.000299


[array([99338.,  6413.,  4804.,  3492.,  3477.,  3473.,  3456.,  3449.]), array([0.00000000e+00, 1.03365000e-01, 1.05989000e-01, 9.22024170e+01,
       1.63332143e+02, 1.63334727e+02, 3.53813776e+02, 3.54738874e+02])]
instance:  30
create a new SCIP model
The initial incumbent of setcovering-190_transformed is successfully added to MIP model
setcovering-190_transformed
N of variables: 2000
N of binary vars: 2000
N of constraints: 5000
Initial obj of MIP: 97902.0
Instance: setcovering-190_transformed
Status of SCIP_baseline:  timelimit
Best obj of SCIP_baseline:  3029.0
Solving time:  600.000321


[array([97902., 11534., 10141., 10128., 10126.,  3237.,  3193.,  3169.,
        3136.,  3126.,  3122.,  3067.,  3063.,  3053.,  3043.,  3032.,
        3029.]), array([0.00000000e+00, 1.12104000e-01, 3.49215300e+00, 3.52552400e+00,
       3.53894600e+00, 3.54177800e+00, 1.35286020e+01, 7.42702200e+01,
       1.44003640e+02, 2.28713740e+02, 2.73532145e+02, 3.08454684e+02,
       3.08906026e+02, 3.50160747e+02, 3.98538844e+02, 4.50165221e+02,
       5.01911954e+02])]
instance:  31
create a new SCIP model
The initial incumbent of setcovering-191_transformed is successfully added to MIP model
setcovering-191_transformed
N of variables: 2000
N of binary vars: 2000
N of constraints: 5000
Initial obj of MIP: 98889.0
Instance: setcovering-191_transformed
Status of SCIP_baseline:  timelimit
Best obj of SCIP_baseline:  3558.0
Solving time:  600.000248


[array([98889., 11159.,  7374.,  3620.,  3610.,  3580.,  3558.]), array([0.00000000e+00, 1.07095000e-01, 6.99207300e+00, 1.07609798e+02,
       1.88783502e+02, 2.54734479e+02, 3.56578806e+02])]
instance:  32
create a new SCIP model
The initial incumbent of setcovering-192_transformed is successfully added to MIP model
setcovering-192_transformed
N of variables: 2000
N of binary vars: 2000
N of constraints: 5000
Initial obj of MIP: 99372.0
Instance: setcovering-192_transformed
Status of SCIP_baseline:  timelimit
Best obj of SCIP_baseline:  3648.0
Solving time:  600.005433


[array([99372., 10422., 10030.,  7275.,  7265.,  7206.,  7108.,  7098.,
        7068.,  7061.,  7032.,  6939.,  6897.,  6893.,  6871.,  6843.,
        6835.,  6786.,  6728.,  6665.,  6650.,  6645.,  6640.,  6634.,
        6619.,  6612.,  6494.,  6447.,  6438.,  6296.,  6262.,  6219.,
        6141.,  6050.,  5924.,  5736.,  5677.,  5641.,  5626.,  5524.,
        5503.,  5471.,  5415.,  5392.,  5294.,  5279.,  5193.,  5144.,
        5122.,  5085.,  5021.,  4963.,  4948.,  4832.,  4793.,  4590.,
        4537.,  4330.,  4284.,  4258.,  4196.,  3991.,  3876.,  3818.,
        3702.,  3699.,  3677.,  3656.,  3653.,  3648.]), array([0.00000000e+00, 1.07483000e-01, 1.11123000e-01, 8.90918700e+00,
       2.10831430e+01, 2.13309970e+01, 2.14207480e+01, 2.14314510e+01,
       2.15580210e+01, 2.15677860e+01, 2.18162000e+01, 2.18267930e+01,
       2.18456260e+01, 2.19435300e+01, 2.19518040e+01, 2.19577170e+01,
       2.20448810e+01, 2.20514150e+01, 2.20807180e+01, 2.22684940e+01,
       2.23036440e+01, 2.23248040e+01, 2.24203130e+01, 2.24686220e+01,
       2.25245990e+01, 2.25355020e+01, 2.26832430e+01, 2.26933700e+01,
       2.26994200e+01, 2.27087490e+01, 2.27144190e+01, 2.28547900e+01,
       2.28629790e+01, 2.30591190e+01, 2.31035710e+01, 2.35436510e+01,
       2.36218990e+01, 2.36783400e+01, 2.38772500e+01, 2.39650700e+01,
       2.41259420e+01, 2.41815020e+01, 2.41892710e+01, 2.43408020e+01,
       2.43941230e+01, 2.44025090e+01, 2.44254230e+01, 2.44335940e+01,
       2.45239610e+01, 2.46178520e+01, 2.46334330e+01, 2.46903800e+01,
       2.47387690e+01, 2.47587190e+01, 2.48607120e+01, 2.49040490e+01,
       2.50119420e+01, 2.50747290e+01, 2.50921550e+01, 2.51095430e+01,
       2.52368030e+01, 2.52664860e+01, 2.52742780e+01, 2.52813260e+01,
       1.76097857e+02, 3.11917863e+02, 4.44495857e+02, 5.28260569e+02,
       5.56561110e+02, 5.56758470e+02])]
instance:  33
create a new SCIP model
The initial incumbent of setcovering-193_transformed is successfully added to MIP model
setcovering-193_transformed
N of variables: 2000
N of binary vars: 2000
N of constraints: 5000
Initial obj of MIP: 99416.0
Instance: setcovering-193_transformed
Status of SCIP_baseline:  timelimit
Best obj of SCIP_baseline:  3523.0000000000005
Solving time:  600.000262


[array([99416., 11188., 11044., 11043., 11042.,  4286.,  4207.,  3622.,
        3584.,  3568.,  3548.,  3546.,  3544.,  3542.,  3538.,  3536.,
        3531.,  3529.,  3525.,  3523.]), array([0.00000000e+00, 1.13491000e-01, 1.17757000e-01, 5.51066000e+00,
       5.52587300e+00, 5.52860300e+00, 2.04643310e+01, 2.04782150e+01,
       1.57036397e+02, 4.39773655e+02, 5.57398963e+02, 5.57402614e+02,
       5.58484260e+02, 5.58487812e+02, 5.58997241e+02, 5.58999887e+02,
       5.72354380e+02, 5.72357384e+02, 5.72392265e+02, 5.72395346e+02])]
instance:  34
create a new SCIP model
The initial incumbent of setcovering-194_transformed is successfully added to MIP model
setcovering-194_transformed
N of variables: 2000
N of binary vars: 2000
N of constraints: 5000
Initial obj of MIP: 99393.0
Instance: setcovering-194_transformed
Status of SCIP_baseline:  timelimit
Best obj of SCIP_baseline:  3385.000000000005
